0,1
3025.6,2192.1
4071.5,2937.3
4862.9,3532.7
4546.2,3304.9
5168.2,3743.0
3316.3,2387.6
1123.2,822.7
2002.3,1463.4
5357.3,3859.8
1688.9,1233.9
2558.1,1854.4
2365.8,1727.4
3186.5,2302.4
3419.6,2472.0
690.3,510.9
3443.7,2491.5
853.9,618.7
3303.8,2391.0
4091.0,2959.5
2494.9,1820.4
790.9,579.6
3352.2,2413.7
1007.3,731.3
3252.4,2368.2
2543.4,1867.1
1612.5,1167.2
3142.1,2262.4
2058.9,1500.3
1635.9,1182.0
3814.8,2761.2
2459.6,1787.1
685.4,507.3
734.5,532.9
1529.9,1109.4
2342.7,1706.5
456.1,330.4
2984.2,2191.2
2175.3,1590.1
1791.2,1295.5
211.5,154.1
4108.3,2960.5
3344.9,2426.2
1548.3,1118.9
623.5,456.9
2462.6,1791.1
2744.7,1976.1
2116.9,1538.0
3061.6,2204.4
3270.9,2356.8
3389.1,2457.7
2603.7,1880.5
1425.7,1034.5
2785.3,2027.4
4392.4,3178.2
440.0,322.9
3596.7,2601.3
1276.9,923.1
2011.9,1472.6
4217.4,3048.5
2015.1,1457.1
3305.1,2401.5
983.0,711.4
1248.8,902.9
1936.2,1404.0
2159.8,1555.3
3010.2,2189.2
2569.0,1851.7
244.8,180.4
1475.3,1080.0
2556.5,1866.8
5355.1,3860.4
4743.1,3426.3
3186.9,2326.6
1874.4,1355.2
4131.9,2982.7
4942.8,3577.3
3247.7,2380.5
2470.8,1788.9
2300.1,1662.1
3329.2,2417.2
323.7,233.1
1603.5,1172.7
2829.4,2037.2
1273.2,936.7
2803.2,2026.1
3135.3,2271.2
3360.9,2461.6
3184.9,2327.0
3626.7,2613.1
1392.4,1008.2
2662.2,1940.9
1248.2,898.6
2069.2,1493.8
2819.0,2057.4
2327.7,1675.9
507.4,367.4
1393.5,1003.1
756.0,546.4
1423.4,1042.5
2074.0,1497.5
1604.4,1159.3
1007.2,739.5
687.5,496.9
1750.0,1285.9
202.1,149.3
3269.6,2382.2
2459.6,1797.3
3465.5,2539.1
2618.8,1893.2
586.4,432.2
2126.1,1540.6
6101.8,4415.5
5771.9,4203.4
5324.0,3845.5
5853.4,4234.5
2629.6,1907.1
668.6,491.5
4805.7,3462.1
1529.4,1115.5
5042.3,3635.1
3481.1,2532.4
5948.0,4287.0
4252.2,3097.5
649.4,476.0
2896.4,2125.7
4221.4,3061.2
1682.3,1217.4
2515.5,1843.7
4672.2,3366.6
4452.6,3215.8
3863.7,2840.0
2319.5,1679.9
2392.6,1742.6
4194.0,3021.8
542.8,398.7
1707.5,1255.9
3407.0,2460.8
371.9,271.6
5403.5,3920.5
2271.4,1641.4
1826.6,1337.4
2712.7,1979.0
1285.6,943.6
2327.5,1689.7
3005.6,2170.1
5884.4,4256.7
4828.9,3496.1
3157.1,2284.9
3145.4,2282.7
2554.2,1846.9
3157.6,2285.3
3007.6,2183.2
2499.3,1823.2
2797.6,2020.1
1957.7,1417.5
3615.6,2607.2
2840.6,2058.9
3576.3,2612.6
1221.0,881.0
3173.2,2302.6
888.7,654.1
2246.3,1619.4
2690.8,1969.2
2896.1,2107.3
3882.7,2801.4
4565.3,3294.2
5109.2,3688.6
980.0,707.7
2496.1,1817.3
3011.4,2174.5
3345.4,2414.3
1631.0,1190.2
2285.7,1665.4
3532.8,2553.4
1488.7,1073.7
1632.8,1199.5
3709.8,2689.2
3573.8,2583.1
3035.8,2207.5
3285.6,2403.5
3742.4,2714.4
1827.5,1346.2
3124.3,2267.7
2558.5,1868.3
4245.5,3100.5
1100.1,794.3
1576.2,1138.8
3331.4,2410.7
1594.6,1158.4
2361.2,1708.3
5649.5,4087.5
2262.9,1643.0
